benchmark,n_queries,arm/method,metric,value,source_file,status,notes
PerLTQA,8265,mag8,FR@3,0.493758,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
PerLTQA,8265,float,FR@3,0.551692,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
PerLTQA,8265,tie_oracle_best,FR@3,0.505781,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
PerLTQA,8265,mag8-base,FR@3-contrast-pp,0.4813,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,"95CI [0.2889338884214432, 0.6695349241267907]"
PerLTQA,8265,mag8-sign_only8,FR@3-contrast-pp,0.0489,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,"95CI [-0.10016810943897991, 0.209117251271587]; PerLTQA increment inconclusive"
LME,470,base,FR@3,0.542134,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
LME,470,sign_only8,FR@3,0.542447,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
LME,470,mag8,FR@3,0.54156,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
LME,470,float,FR@3,0.441596,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
LME,470,tie_oracle_best,FR@3,0.565532,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
LME,470,mag8-base,FR@3-contrast-pp,-0.0573,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,"95CI [-0.8388888888888888, 0.7585697399527174]"
LME,470,mag8-sign_only8,FR@3-contrast-pp,-0.0887,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,"95CI [-0.6382978723404255, 0.4964539007092199]; PerLTQA increment inconclusive"
REALTALK,705,base,FR@3,0.225535,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
REALTALK,705,sign_only8,FR@3,0.224481,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
REALTALK,705,mag8,FR@3,0.226254,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
REALTALK,705,float,FR@3,0.172534,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
REALTALK,705,tie_oracle_best,FR@3,0.239044,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
REALTALK,705,mag8-base,FR@3-contrast-pp,0.0719,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,"95CI [-0.26462215772148967, 0.41455251610711896]"
REALTALK,705,mag8-sign_only8,FR@3-contrast-pp,0.1773,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,"95CI [-0.25967894239848915, 0.6815113365271939]; PerLTQA increment inconclusive"
PerLTQA-dialogues,2742,mag8-base,FR@3-contrast-pp,0.1677,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,descriptive section slice
PerLTQA-events,4346,mag8-base,FR@3-contrast-pp,0.6991,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,descriptive section slice
PerLTQA-profile,333,mag8-base,FR@3-contrast-pp,0.3654,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,descriptive section slice
PerLTQA-social_relationship,844,mag8-base,FR@3-contrast-pp,0.4246,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,descriptive section slice
PerLTQA,8265,sym,Hit@1,35.3624,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,asym,Hit@1,38.3545,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,b8,Hit@1,37.8463,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sign88,Hit@1,37.5802,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float,Hit@1,40.3025,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float_std,Hit@1,41.7423,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sym,FR@1,30.4745,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,asym,FR@1,33.8884,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,b8,FR@1,33.5726,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sign88,FR@1,33.1408,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float,FR@1,36.5084,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float_std,FR@1,36.9896,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sym,Hit@3,59.0365,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,asym,Hit@3,63.7266,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,b8,Hit@3,63.4362,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sign88,Hit@3,62.7707,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float,Hit@3,64.6824,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float_std,Hit@3,67.8645,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sym,FR@3,48.8945,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,asym,FR@3,53.5251,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,b8,FR@3,53.5834,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sign88,FR@3,52.688,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float,FR@3,55.1692,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float_std,FR@3,56.5755,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sym,Hit@5,67.5019,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,asym,Hit@5,72.1597,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,b8,Hit@5,72.1839,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sign88,Hit@5,71.458,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float,Hit@5,72.68,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float_std,Hit@5,76.1525,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sym,Hit@10,75.7612,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,asym,Hit@10,80.1936,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,b8,Hit@10,80.121,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sign88,Hit@10,79.5644,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float,Hit@10,80.8106,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float_std,Hit@10,83.9564,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sym,FR@10,61.9079,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,asym,FR@10,67.5978,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,b8,FR@10,68.0571,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sign88,FR@10,67.1661,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float,FR@10,70.954,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float_std,FR@10,70.2358,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sym,Hit@20,81.9366,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,asym,Hit@20,86.1222,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,b8,Hit@20,86.3642,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sign88,Hit@20,85.9044,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float,Hit@20,87.5015,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float_std,Hit@20,89.026,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sym,FR@20,66.9232,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,asym,FR@20,74.2268,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,b8,FR@20,75.4538,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sign88,FR@20,74.1975,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float,FR@20,79.0076,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,float_std,FR@20,75.6181,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sym,Hit@1,43.9007,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,asym,Hit@1,40.2128,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,b8,Hit@1,37.0213,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sign88,Hit@1,38.0851,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float,Hit@1,36.5957,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float_std,Hit@1,47.6596,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sym,FR@1,28.2317,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,asym,FR@1,25.383,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,b8,FR@1,23.0887,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sign88,FR@1,23.8759,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float,FR@1,22.9539,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float_std,FR@1,30.9433,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sym,Hit@3,71.383,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,asym,Hit@3,67.8723,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,b8,Hit@3,64.4681,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sign88,Hit@3,66.1702,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float,Hit@3,61.2766,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float_std,Hit@3,73.8298,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sym,FR@3,54.2134,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,asym,FR@3,50.6489,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,b8,FR@3,48.2128,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sign88,FR@3,49.0177,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float,FR@3,44.1596,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float_std,FR@3,55.7447,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sym,Hit@5,79.539,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,asym,Hit@5,77.0213,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,b8,Hit@5,75.3191,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sign88,Hit@5,74.8936,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float,Hit@5,72.5532,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float_std,Hit@5,80.4255,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sym,Hit@10,86.0773,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,asym,Hit@10,85.7447,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,b8,Hit@10,85.1064,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sign88,Hit@10,85.3191,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float,Hit@10,82.5532,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float_std,Hit@10,88.2979,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sym,FR@10,75.8749,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,asym,FR@10,73.3794,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,b8,FR@10,72.1383,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sign88,FR@10,72.6454,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float,FR@10,68.9468,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float_std,FR@10,79.5496,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sym,Hit@20,88.6971,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,asym,Hit@20,90.2128,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,b8,Hit@20,89.5745,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sign88,Hit@20,89.3617,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float,Hit@20,89.1489,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float_std,Hit@20,93.617,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sym,FR@20,80.8834,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
